sample	acc	study	study_title	contact_name	contact_email	country	site	collection_date	sample_prep	bases	bases_mapped	bases_duplicated	avg_read_length	mean_base_quality	bases_of_1X_coverage	bases_of_5X_coverage	bases_of_10X_coverage	bases_of_50X_coverage	mean_coverage	mean_fragment_size	sd_fragment_size	%callable
PV0249-Cx	ERS336368	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			2143670133	2076091533	98233183	98	25.5	23104392	22628765	21936985	15179766	87.85	258.6	180.4	88.55
PV0250-C	ERS143508	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1326674278	1293926178	60576926	98	25.2	23240913	23041740	22500476	12954164	55.05	271.3	81.4	90.11
PV0251-C	ERS143437	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			500531702	473683002	25229456	98	24.4	23074799	21792255	18612467	482589	20.52	256.7	78.8	84.24
PV0252-C	ERS224919	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			4151400481	4089489681	252432586	99	25.4	23275441	23209426	23144540	22575358	173.97	227	78.1	90.89
PV0253-C	ERS143422	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2286783578	482607578	87088062	99	21.9	23103233	21906046	18939071	811831	20.31	256.4	88.3	78.81
PV0254-C	ERS143506	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1760261200	1712476100	78962989	98	25.1	23189756	23031303	22718981	15744384	72.42	253.5	78.8	90.06
PV0256-C	ERS143520	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1510292979	1489278379	68651279	99	25.3	23199363	23051741	22826298	15477512	63.52	269.6	83.9	90.25
PV0257-C	ERS143485	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1128365058	1101896758	46719491	99	25.6	23229669	22993413	22315697	11184328	46.99	256.6	72.7	89.98
PV0258-C	ERS143428	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			828887562	793153162	34541305	99	25.2	23157907	22662529	21428513	3679007	33.89	257.4	74.6	88.56
PV0259-C	ERS143484	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			1290684857	1267641557	60453123	98	24.9	23156867	22900853	22288289	12396671	53.8	259.9	77.2	89.65
PV0261-C	ERS143518	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1313798750	1287683050	58865402	99	25.3	23177766	22962405	22584939	13493974	55	272.3	81.5	90.1
PV0262-C	ERS143509	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			930429539	906999439	37244067	99	26.5	23048774	22437213	21154044	8015849	38.93	274.8	81	88.35
PV0263-C	ERS143502	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1893376969	1845344069	83440436	99	25.5	23280833	23127725	22802627	16568680	78.34	261.3	80.1	90.48
PV0264-C	ERS143481	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			1482897974	1420780474	64063736	99	26	23272410	23084856	22624513	14282503	60.53	262.4	75.2	90.34
PV0265-C	ERS143519	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			689871788	646941588	29009769	99	25.8	23085690	22516056	21160759	695241	27.74	260.1	79.2	88.52
PV0266-C	ERS143463	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1514094422	1475744022	65405663	99	25.5	23210013	22887985	22208779	13857621	62.81	281.2	94.4	89.51
PV0267-C	ERS143501	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1643569840	1606744240	69461712	99	25.4	23219220	22944548	22441100	14891383	68.61	271.5	80.4	89.7
PV0268-C	ERS143514	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1248650056	1210680556	65949707	98	24.6	23297731	23153130	22676167	11642094	51.42	264.1	79.5	90.43
PV0269-C	ERS143476	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1356786451	1324230751	66591249	98	24.4	23154677	22906884	22325941	12950487	56.34	259.9	77.9	89.54
PV0270-C	ERS143477	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1060845430	1031328930	50972603	99	25.3	23146339	22770722	21991754	9790150	43.94	252.8	74.6	89.38
PV0271-C	ERS143474	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1256752082	1232927582	63357299	98	24.9	23192437	22961309	22393821	12367283	52.63	266.3	86.4	89.78
PV0272-C	ERS143464	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1357000878	1320799378	73913034	98	24.5	23067229	22716555	21961314	12529907	56.65	258.3	84.3	88.92
PV0273-C	ERS143511	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1203345333	1167725533	67344056	98	24	23221940	23037503	22557276	10364985	49.14	259.6	85.8	89.93
PV0274-C	ERS143473	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Dang			2243676325	2200509825	106557745	99	25.5	23142258	22961667	22650279	16949310	94.02	254.9	76.2	89.88
PV0276-C	ERS143424	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			1847837443	1806163843	89258587	98	24.6	23262780	23155957	22937167	16741123	76.87	254.3	73.9	90.5
PV0277-C	ERS143516	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1462810056	1430271956	70243858	98	24.9	23149381	22935107	22547208	14228320	61.04	265.2	83.2	89.84
PV0278-C	ERS143496	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1212122103	1178574703	61180064	98	24.6	23204334	22787807	21974140	10990923	49.92	274.4	86.7	89.06
PV0279-C	ERS143467	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2190371325	2155648825	109577990	98	24.9	23206249	23042127	22786635	17493744	91.65	252.9	79.9	90.15
PV0280-C	ERS143503	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			784440454	758531354	32684651	99	25.7	22957473	22053202	20256478	4057785	32.65	273.3	84.2	86.6
PV0281-C	ERS143472	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2239979617	2198328217	100101926	99	25.2	23261709	23134283	22895794	17655404	93.33	247.8	71.5	90.59
PV0282-C	ERS143465	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			779062292	742068892	37188234	98	24.9	23085177	21873909	19701024	3756459	32.07	306.4	91.2	84.97
PV0283-C	ERS143433	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1224689699	1199699499	50881771	99	25.7	23095269	22754663	22146507	12234783	51.34	268.4	83.6	89.43
PV0284-C	ERS143421	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			938115855	924373355	41195430	98	25.3	23126347	22751891	21839195	6972697	39.43	255.8	76.5	89.17
PV0285-C	ERS143497	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			1277980391	1240689791	83600785	98	23.4	23175423	22961759	22444542	9844809	52.59	262.8	86.6	89.62
PV0286-C	ERS143431	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			514209020	483038120	28345579	98	23.5	23048386	21103469	17317651	830539	20.6	287.9	103.3	80.6
PV0287-C	ERS143510	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			1252023252	1093080652	135783254	97	19.5	23193039	22400277	19971033	2875554	40.74	454.4	1186.1	67.79
PV0288-C	ERS143495	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			624935689	591540289	30274337	98	24.4	23123776	22508607	20839254	669593	25.56	256.4	82	87.87
PV0289-C	ERS143499	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1875170281	1828850081	80429259	99	25.6	23225995	23013611	22653110	16096578	77.93	276.4	87	89.94
PV0290-C	ERS224924	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			2598887636	2476168236	217664906	98	23.4	23195117	22249588	20682085	13755629	98.37	248.6	246.6	85.95
PV0291-C	ERS143505	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1349402391	1280011691	57380619	99	25.4	23242198	22945409	22262081	12732288	54.55	263.8	80.1	89.62
PV0292-C	ERS143498	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1402804276	1358719176	68086821	98	24.5	23121520	22768262	22050557	11610446	57.84	259.1	81	89.07
PV0293-C	ERS143429	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1404086925	1373870325	72165223	98	24	23273582	23118564	22623965	12406284	58.38	262.6	81.3	90.11
PV0294-C	ERS143475	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2242834357	2203865657	111128813	98	24.5	23277291	23192794	22970890	17379379	92.41	268.9	82.7	90.63
PV0295-C	ERS143494	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			962161454	905749754	61106318	98	22.6	23251884	22720872	21244491	4752342	37.84	370.8	859.5	87.73
PV0296-C	ERS143454	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			960661373	937913573	45806981	98	24.8	23099421	22459423	20998387	7427731	39.88	284.8	105.4	87.58
PV0297-C	ERS143462	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			925417363	866634663	75884508	98	21.5	23090807	21624535	19164350	3731927	36.04	426.9	971.7	80
PV0298-C	ERS143493	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1530958240	1510717840	70216028	99	25.8	23164233	22963005	22655805	15503532	64.63	266.2	87.9	90.18
PV0299-C	ERS143471	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2864651679	2803902979	144841569	98	25	23144623	22989165	22785157	18553160	117.56	253.7	77.7	89.95
PV0300-C	ERS143419	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			1094652943	1069749043	55484863	98	24.7	23150289	22681749	21739327	8816930	45.15	268.6	93.8	88.79
PV0301-C	ERS142875	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			3381732255	3330657855	194222737	99	25.3	23179888	23068063	22973005	21156299	140.64	270	74.2	90.4
PV0302-C	ERS174506	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1133972645	1110396945	49912413	99	26	23083560	22768504	22139516	11228919	47.65	251.7	84.8	89.65
PV0303-C	ERS174542	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1819086130	1775143430	102973319	98	24.8	23286511	23170534	22971184	17240196	75.2	231.6	77.5	90.67
PV0304-C	ERS174670	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			3285662859	3245697459	147700658	99	26.2	23163831	23043922	22929213	21227012	138.8	243	79.4	90.33
PV0305-C	ERS174543	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1940179402	1916427002	96583408	99	25.3	23170410	23039089	22877766	18191911	82.5	234.5	79.4	90.35
PV0306-C	ERS174544	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			1683500876	1651182576	91583552	99	25.6	23141889	22984072	22787673	16789622	70.69	245.2	90	90.23
PV0308-Cx	ERS336375	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			2071692642	1995971942	134463844	98	24	23129481	22478338	21346642	13476469	81.96	271	275.3	87.33
PV0309-C	ERS174545	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2286618895	2253553695	123595174	98	25.5	23160125	23041541	22925724	19964304	95.95	216.9	73.7	90.34
PV0310-C	ERS174546	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			3822927847	3747520947	214478918	98	25.3	23224471	23134985	23070875	22130562	157.67	219.3	78	90.38
PV0311-C	ERS174671	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			3177645971	3135446771	149127023	99	25.2	23224602	23126350	23015826	20920867	132.75	251.1	86	90.5
PV0312-C	ERS174672	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			3389394427	3350566827	153913731	99	26	23132373	22969972	22814210	20566909	141.89	242.4	76.6	90.15
PV0313-C	ERS174547	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			3352514013	3231004413	185687675	99	25.3	23197349	23088474	23007364	21590854	137.46	219.1	71.6	90.2
PV0314-C	ERS174548	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			3521092671	3468275471	197808224	98	25.4	23203674	23120741	23048341	21677295	145.84	232.2	75.3	90.25
PV0315-Cx	ERS336381	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			2709739267	2621130167	199513085	97	24.4	23153818	22782405	22078632	15438851	104.42	375.2	918.8	88.55
PV0317-C	ERS174549	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1360041391	1300634291	99413454	99	25.1	23191981	22988957	22629521	13416761	55.5	256.4	95.2	89.78
PV0318-C	ERS174673	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			3094487245	3042398745	143754503	99	26.1	23135995	22979396	22831543	20595301	129.41	247.1	82.2	90.13
PV0319-C	ERS174550	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1621519487	1594321387	77052788	99	25.4	23175148	23017585	22783564	16413975	67.84	231	77.9	90.14
PV0320-C	ERS174551	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2968208566	2891125566	179922165	99	26.2	23143114	22980381	22838975	20581599	123.01	248.9	86.4	89.98
PV0321-C	ERS174552	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2273581469	2243387169	109321592	99	25.3	23227957	23077597	22931498	19457557	95.5	239.4	76.3	90.18
PV0322-C	ERS174553	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2517581150	2472462950	131892906	99	26.1	23197820	22982685	22814697	19862868	104.97	242.3	80	90.03
PV0323-C	ERS174554	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			3158966830	3089427030	191906344	98	25.2	23269026	23198873	23114548	21308010	130.73	230.5	76.3	90.63
PV0324-C	ERS174555	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			3629339335	3554426435	180452229	99	26.1	23141561	22991374	22877325	21494071	150.44	234	79.7	90.06
PV0325-C	ERS174556	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			3037559141	2999416541	154531984	98	25.3	23197679	23102491	23017800	21307108	127.21	232.6	76.7	90.31
PV0326-C	ERS174557	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			4407546592	4345543492	233164255	98	25.4	23211122	23135963	23083189	22385719	183.44	224.3	71.7	90.29
PV0327-C	ERS174558	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1285605999	670831899	75049096	99	24	23254519	22938733	21992152	851761	28.43	216.6	79.9	86.64
PV0328-C	ERS174674	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2950724356	2906952756	148266131	98	24.6	23200660	23095667	22977944	20267307	121.34	249.3	84.1	90.36
PV0329-C	ERS174559	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1253364306	1227609906	62237384	98	24.6	23190360	22968009	22503126	12054644	51.87	239	84.6	89.95
PV0330-C	ERS174675	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2244295004	2189033904	102108711	99	25.2	23172695	23027981	22878491	19099590	93.16	257.9	90.9	90.2
PV0331-Cx	ERS336387	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			2650945595	2518775395	245391037	98	21.8	23136980	22533852	21455753	13823947	88.34	380.7	943.1	86.74
PV0333-C	ERS174676	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long			2969428235	2917498035	146466317	99	24.9	23236821	23095065	22895231	19040297	123.07	249.7	86.4	90.32
PV0335-C	ERS174560	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			1699401012	1669038712	82818288	99	25.3	23212487	23028770	22794233	16901968	70.94	216	73.6	90.35
PV0336-C	ERS174677	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Bu Gia Map			2765170961	2716230861	143212804	99	24.6	23210391	23112465	23001383	20023260	114.04	265.4	94.7	90.4
PV0337-C	ERS347521	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long	22/06/2011		1252729475	1179299175	53304308	99	24.2	23038072	21448043	19403819	10729526	50.43	248.4	90.5	82.79
PV0338-C	ERS347529	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long	22/06/2011		2225962262	2164679762	98496396	99	24.5	23258970	22960000	22345119	15966761	91.84	281.5	87.5	89.57
PV0339-C	ERS347537	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long	26/06/2011		1375742650	1302184750	53405212	99	25.2	22942285	21662171	20057317	11921402	55.95	267.1	74.2	84.32
PV0340-C	ERS347450	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long	01/08/2011		1329061194	1234263194	59524901	98	24.5	23122517	22403893	21052040	11431424	52.53	237.1	90.6	87.14
PV0343-C	ERS347474	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long	06/11/2011		2273255235	2216446735	95976331	99	25.2	23171988	22891025	22376362	15989746	92.34	242.6	92.9	89.42
PV0344-C	ERS347482	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long	14/11/2011		548026629	454295929	17734870	99	25.5	22521222	19593662	16230099	342063	20.14	257.7	67.5	76.22
PV0345-C	ERS347490	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long	14/11/2011		1730175099	1656996099	68798370	99	25	23123879	22616539	21749565	14032488	70.47	232	85.5	88.41
PV0347-C	ERS347506	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long	25/11/2011		2677975575	2627981875	104468077	99	25.6	23182124	23009970	22736182	18242923	111.78	262.7	114.5	90.06
PV0355-C	ERS347475	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long	15/01/2012		2850292846	2776351646	127050396	99	25.9	23126427	22821711	22430276	18307885	117.76	232	86.6	89.39
PV0358-C	ERS347499	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Vietnam	Phuoc Long	23/02/2012		2459693585	2354909185	121255520	99	24.9	23192231	22787559	22204640	16456564	99.1	256.2	107.1	88.86
QC0164-C	ERS143449	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			1524523275	1505380175	64013887	99	25.4	23239641	23052951	22681254	14919084	64.66	264.4	78.9	90.18
QC0165-C	ERS143489	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			1490757217	1466672117	64686146	99	25.8	23147603	22915761	22526971	14620856	62.87	271.4	88.3	89.92
QC0166-C	ERS143480	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			2294885451	2259794651	100739056	99	25.4	23201740	23021374	22773980	17866819	96.13	264.5	79	90.1
QC0167-C	ERS143488	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			1486346587	1448361287	65407294	99	25.4	23259148	23112226	22775957	14399052	61.7	273.7	86.5	90.51
QC0168-C	ERS143451	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			1866776595	1839373895	78012081	99	25.6	23191791	22984920	22579218	16174572	78.71	273.5	86.2	89.94
QC0169-C	ERS143513	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			889739456	845345256	39290095	99	25.4	23175937	22760778	21827905	4926812	36.26	265.1	80.4	89.13
QC0170-C	ERS143466	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			552184735	474112135	23119855	99	25.1	23008676	21378692	18243824	308545	20.57	255.2	80.2	82.75
QC0171-C	ERS143458	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			2474702376	2445029576	108325197	99	25.4	23176400	23051250	22881484	18800487	104.66	258.2	78.1	90.19
QC0172-C	ERS143438	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			1300180835	1270784235	57515107	98	25.2	23171540	22952813	22467011	12952901	54.28	273.2	87.1	89.81
QC0173-C	ERS143487	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			1023373421	999505921	44782918	99	25.7	23143237	22844026	22200434	9271103	42.73	279.5	92.1	89.64
QC0174-C	ERS143414	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			1188961709	1168066209	51675107	99	25.6	23291605	23138328	22680406	12141993	49.77	264	78.7	90.49
QC0175-C	ERS143441	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			944707803	919658603	40013251	99	25.3	23138160	22759943	21832909	7455251	39.68	267.1	79.2	89.1
QC0176-C	ERS199642	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Myanmar	Bago Division			2100580269	2051799469	107933532	98	25.3	23183674	23065836	22947463	19723312	87.96	281.7	80.8	90.32
